2022-09-25 12:00:29.473 [ConsumeMessageThread_topic_transaction_ins_group_posting_12] ERROR [,] c.s.f.t.integration.urule.impl.URuleClientImpl - Invoke rule engine fail.
2022-11-26 00:20:30.225 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003021114691,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016473008","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001683100","cardRealId":"131300200001683200","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008500","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001683200","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.271 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003025614731,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016553403, retrieveCard=null)
2022-11-26 00:20:30.271 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003025614731,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016553403","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001691240","cardRealId":"131300200001691340","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008540","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001691340","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.337 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003016914631,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016635812, retrieveCard=null)
2022-11-26 00:20:30.338 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003016914631,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016635812","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001699481","cardRealId":"131300200001699581","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008581","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001699581","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.338 [SOFA-SEV-BOLT-BIZ-12200-7-T66] ERROR [0a52563b166944003016914621,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016393602, retrieveCard=null)
2022-11-26 00:20:30.339 [SOFA-SEV-BOLT-BIZ-12200-7-T66] ERROR [0a52563b166944003016914621,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016393602","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001675160","cardRealId":"131300200001675260","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008460","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001675260","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.370 [SOFA-SEV-BOLT-BIZ-12200-7-T9] ERROR [0a52563b166944003032414801,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016551399, retrieveCard=null)
2022-11-26 00:20:30.371 [SOFA-SEV-BOLT-BIZ-12200-7-T9] ERROR [0a52563b166944003032414801,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016551399","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001691039","cardRealId":"131300200001691139","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008539","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001691139","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.371 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003032414791,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016305168, retrieveCard=null)
2022-11-26 00:20:30.372 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003032414791,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016305168","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001666216","cardRealId":"131300200001666316","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008416","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001666316","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.456 [SOFA-SEV-BOLT-BIZ-12200-7-T66] ERROR [0a52563b166944003044415021,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016549385, retrieveCard=null)
2022-11-26 00:20:30.457 [SOFA-SEV-BOLT-BIZ-12200-7-T66] ERROR [0a52563b166944003044415021,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016549385","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001690838","cardRealId":"131300200001690938","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008538","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001690938","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.492 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003043914991,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016631795, retrieveCard=null)
2022-11-26 00:20:30.492 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003043914991,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016631795","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001699079","cardRealId":"131300200001699179","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008579","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001699179","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.493 [SOFA-SEV-BOLT-BIZ-12200-7-T9] ERROR [0a52563b166944003044115011,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016469980, retrieveCard=null)
2022-11-26 00:20:30.493 [SOFA-SEV-BOLT-BIZ-12200-7-T9] ERROR [0a52563b166944003044115011,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016469980","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001682798","cardRealId":"131300200001682898","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008498","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001682898","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.570 [SOFA-SEV-BOLT-BIZ-12200-7-T9] ERROR [0a52563b166944003055615131,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016389584, retrieveCard=null)
2022-11-26 00:20:30.571 [SOFA-SEV-BOLT-BIZ-12200-7-T9] ERROR [0a52563b166944003055615131,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016389584","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001674758","cardRealId":"131300200001674858","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008458","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001674858","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.577 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003056415181,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016467976, retrieveCard=null)
2022-11-26 00:20:30.578 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003056415181,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016467976","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001682597","cardRealId":"131300200001682697","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008497","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001682697","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.641 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003062715271,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016299130, retrieveCard=null)
2022-11-26 00:20:30.641 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166944003062715271,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016299130","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001665613","cardRealId":"131300200001665713","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008413","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001665713","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.849 [SOFA-SEV-BOLT-BIZ-12200-7-T9] ERROR [0a52563b166944003064115311,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016385566, retrieveCard=null)
2022-11-26 00:20:30.850 [SOFA-SEV-BOLT-BIZ-12200-7-T9] ERROR [0a52563b166944003064115311,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016385566","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001674356","cardRealId":"131300200001674456","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008456","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001674456","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.852 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003072915391,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016623750, retrieveCard=null)
2022-11-26 00:20:30.853 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003072915391,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016623750","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001698275","cardRealId":"131300200001698375","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008575","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001698375","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:30.956 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003094315601,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016621747, retrieveCard=null)
2022-11-26 00:20:30.957 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003094315601,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016621747","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001698074","cardRealId":"131300200001698174","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008574","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001698174","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:31.024 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003101015651,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016619733, retrieveCard=null)
2022-11-26 00:20:31.025 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003101015651,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016619733","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001697873","cardRealId":"131300200001697973","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008573","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001697973","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-11-26 00:20:31.075 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003106315781,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016617729, retrieveCard=null)
2022-11-26 00:20:31.076 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166944003106315781,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016617729","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100001697672","cardRealId":"131300200001697772","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008572","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200001697772","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
